,rank,name,scores_overall,record_type,url,location,stats_number_students,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled,website_url,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,member_level,nid,stats_student_staff_ratio
191,=191,Tufts University,59.2,private,/world-university-rankings/tufts-university,United States,"11,611",16%,57 : 43,Tufts University,"Computer Science,History, Philosophy & Theology,Architecture,Medicine & Dentistry,Veterinary Science,Civil Engineering,Sociology,Other Health,Biological Sciences,Business & Management,Languages, Literature & Linguistics,Agriculture & Forestry,Mathematics & Statistics,Archaeology,Politics & International Studies (incl Development Studies),Economics & Econometrics,General Engineering,Physics & Astronomy,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Geology, Environmental, Earth & Marine Sciences,Education,Electrical & Electronic Engineering,Chemistry,Psychology,Chemical Engineering,Law,Communication & Media Studies,Geography",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-14091951,-0.7986833545316555,0.7098870863083914,-1.0318231522704018,-0.00843294859857459,-0.5157103563609847,0.7950901739788975,-0.8538223919162132,0.3667110314696592,-0.4877022044560098,-0.4157538065322908,0.18447745093909376,-0.2172370253921871,-0.5659186768265236,-0.8902479671517172
195,=193,University of St Andrews,59.0,master_account,/world-university-rankings/university-st-andrews,United Kingdom,"10,325",46%,58 : 42,University of St Andrews,"Chemistry,Economics & Econometrics,Mathematics & Statistics,Geology, Environmental, Earth & Marine Sciences,Medicine & Dentistry,Sociology,Archaeology,Psychology,Other Health,Geography,Languages, Literature & Linguistics,Computer Science,Biological Sciences,Politics & International Studies (incl Development Studies),Physics & Astronomy,Business & Management,History, Philosophy & Theology,Communication & Media Studies",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-44428293,-0.7871166451667797,0.4132227615881575,-0.8892656123973077,0.3360993097524357,-0.8372751431828928,0.2010213228849751,-0.2544684822513877,-0.0314872483776796,-0.005393932725350316,1.2743187338636652,-1.1076475887733268,-0.2172370253921871,-0.5658834180182482,-0.6128435188874769
197,198,Indiana University,58.9,public,/world-university-rankings/indiana-university,United States,"66,389",12%,54 : 46,Indiana University,"Mechanical & Aerospace Engineering,Physics & Astronomy,Law,Languages, Literature & Linguistics,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Chemical Engineering,Sociology,Archaeology,Civil Engineering,Education,General Engineering,Mathematics & Statistics,Communication & Media Studies,Economics & Econometrics,Medicine & Dentistry,Veterinary Science,Geography,History, Philosophy & Theology,Agriculture & Forestry,Architecture,Biological Sciences,Politics & International Studies (incl Development Studies),Accounting & Finance,Other Health,Sport Science,Psychology,Computer Science,Chemistry,Business & Management",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-17534252,-0.7813332904843419,0.48334342015839443,-0.9320328743592359,0.14569990382161413,-0.7032898153404311,0.6374800706274489,-0.7187567221325906,1.0598710000928042,-0.9990016837770369,-0.3184465996610082,0.09500239727265324,-0.2172370253921871,-0.5656920130590386,-0.6274437530066475
198,=199,University of Notre Dame,58.7,private,/world-university-rankings/university-notre-dame,United States,"12,576",12%,47 : 53,University of Notre Dame,"Civil Engineering,Psychology,Biological Sciences,Law,Languages, Literature & Linguistics,Mathematics & Statistics,Economics & Econometrics,Mechanical & Aerospace Engineering,Education,Communication & Media Studies,Art, Performing Arts & Design,Physics & Astronomy,Accounting & Finance,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Computer Science,Sociology,Architecture,Chemistry,Business & Management,Electrical & Electronic Engineering,Politics & International Studies (incl Development Studies),Chemical Engineering,General Engineering",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-46645881,-0.7784416131431229,0.7314626735607719,-1.039969297406007,0.3360993097524357,-0.8445834337924816,0.10403049005331376,-0.15035536179317857,0.42570336922482066,-0.5404134909839508,-0.05213213875013015,-0.12079037921699745,-0.2172370253921871,-0.565863270127805,-0.831847030675035
203,201â250,University of Aberdeen,55.9â58.6,master_account,/world-university-rankings/university-aberdeen,United Kingdom,"12,755",40%,58 : 42,University of Aberdeen,"Education,History, Philosophy & Theology,Physics & Astronomy,Mathematics & Statistics,Geography,Art, Performing Arts & Design,Business & Management,Medicine & Dentistry,Sport Science,Other Health,Chemical Engineering,Politics & International Studies (incl Development Studies),Languages, Literature & Linguistics,Computer Science,Chemistry,Accounting & Finance,Biological Sciences,Law,Geology, Environmental, Earth & Marine Sciences,Mechanical & Aerospace Engineering,General Engineering,Economics & Econometrics,Sociology,Electrical & Electronic Engineering,Archaeology,Civil Engineering,Psychology",False,False,False,https://www.timeshighereducation.com/student/register-interest/siuk?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-57429768,-0.7639832264370282,-0.10459133246897803,-0.4371545573712096,0.027833604912057934,-0.5693044874979695,0.44956033201610557,-0.5105304812161723,0.7206650580006271,-0.7907921019916702,1.36138307685376,-1.1655432117339648,-0.2172370253921871,-0.5655509778259368,-0.18943672943153142
206,201â250,University of Calgary,55.9â58.6,master_account,/world-university-rankings/university-calgary,Canada,"34,012",24%,54 : 46,University of Calgary,"Architecture,Art, Performing Arts & Design,Agriculture & Forestry,Politics & International Studies (incl Development Studies),Sociology,Archaeology,Languages, Literature & Linguistics,Physics & Astronomy,Medicine & Dentistry,History, Philosophy & Theology,Biological Sciences,General Engineering,Communication & Media Studies,Veterinary Science,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Mechanical & Aerospace Engineering,Geography,Business & Management,Chemistry,Sport Science,Computer Science,Psychology,Accounting & Finance,Electrical & Electronic Engineering,Mathematics & Statistics,Economics & Econometrics,Chemical Engineering,Law,Education,Other Health",False,False,False,https://www.timeshighereducation.com/student/register-interest/applyboard?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-81953893,-0.7553081944133714,-0.09919743565588279,-0.44733723879071635,0.28169947948648655,-0.8104780776144004,0.4434984049641271,-0.5049027449751881,1.2073518444807074,-1.059619663284169,0.7314469481607221,-0.707641466499828,-0.2172370253921871,-0.565158093962296,0.32157146473943726
207,201â250,"University of California, Santa Cruz",55.9â58.6,public,/world-university-rankings/university-california-santa-cruz,United States,"19,154",12%,47 : 53,"University of California, Santa Cruz","Art, Performing Arts & Design,Electrical & Electronic Engineering,Other Health,Languages, Literature & Linguistics,Politics & International Studies (incl Development Studies),General Engineering,Sociology,Computer Science,Biological Sciences,Economics & Econometrics,Education,Business & Management,Psychology,Mathematics & Statistics,Communication & Media Studies,Archaeology,Agriculture & Forestry,History, Philosophy & Theology,Geology, Environmental, Earth & Marine Sciences,Physics & Astronomy,Chemistry",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-68567521,-0.7524165170721524,-0.18549978466540545,-0.3332912068922412,0.2091663724652212,-0.7568839464774157,1.1466819429936677,-1.1183259952424742,0.4404514536636108,-0.5641335699215242,0.3575824164973743,-0.46026925930437473,-0.2172370253921871,-0.5657574937029787,1.109984107174646
210,201â250,George Washington University,55.9â58.6,private,/world-university-rankings/george-washington-university,United States,"22,211",14%,62 : 38,George Washington University,"Geography,Chemistry,Mathematics & Statistics,Medicine & Dentistry,Computer Science,Education,Economics & Econometrics,Psychology,Sport Science,Politics & International Studies (incl Development Studies),Other Health,Mechanical & Aerospace Engineering,Archaeology,History, Philosophy & Theology,Architecture,Art, Performing Arts & Design,Communication & Media Studies,Civil Engineering,Business & Management,Electrical & Electronic Engineering,Law,Accounting & Finance,Physics & Astronomy,Geology, Environmental, Earth & Marine Sciences,General Engineering,Sociology,Biological Sciences,Languages, Literature & Linguistics",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-83678132,-0.7437414850484956,0.5318884914762512,-0.9646174549016574,0.023300285723229112,-0.5668683906281065,0.7041612681992154,-0.7778479526629254,0.1504057930340675,-0.22414577181630518,-0.24674655249269536,0.018685439733630432,-0.2172370253921871,-0.5656265324150984,-0.5252421141724538
213,201â250,University of Hawaiâi at MÄnoa,55.9â58.6,public,/world-university-rankings/university-hawaii-manoa,United States,"14,936",10%,57 : 43,University of Hawaiâi at MÄnoa,"General Engineering,Archaeology,Mathematics & Statistics,Psychology,Accounting & Finance,Law,Politics & International Studies (incl Development Studies),History, Philosophy & Theology,Education,Economics & Econometrics,Business & Management,Geography,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Art, Performing Arts & Design,Chemistry,Sociology,Communication & Media Studies,Mechanical & Aerospace Engineering,Other Health,Biological Sciences,Languages, Literature & Linguistics,Computer Science,Architecture,Agriculture & Forestry,Physics & Astronomy,Sport Science,Civil Engineering,Medicine & Dentistry",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-78451672,-0.7350664530248388,0.19746688906435106,-0.7446715362403123,0.3315659905636065,-0.8275307557034409,0.08584470889737753,-0.12784441682924144,0.1995660744967019,-0.2794926226706432,0.3268538248538111,-0.43658468627502284,-0.2172370253921871,-0.5650120217565835,-0.7734460941983528
214,201â250,University of Illinois Chicago,55.9â58.6,public,/world-university-rankings/university-illinois-chicago,United States,"28,868",18%,54 : 46,University of Illinois Chicago,"Archaeology,Sport Science,Accounting & Finance,Computer Science,Physics & Astronomy,Law,History, Philosophy & Theology,Chemical Engineering,Business & Management,Architecture,Biological Sciences,Economics & Econometrics,Languages, Literature & Linguistics,Civil Engineering,Psychology,Medicine & Dentistry,Mathematics & Statistics,Sociology,Electrical & Electronic Engineering,Communication & Media Studies,Art, Performing Arts & Design,Mechanical & Aerospace Engineering,Education,Other Health,Chemistry,Geography,General Engineering,Geology, Environmental, Earth & Marine Sciences,Politics & International Studies (incl Development Studies)",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-05828861,-0.7321747756836198,0.6451603245512493,-1.0134943257152895,-0.058299459675694554,-0.43775525652537073,0.34044564508048736,-0.4092312288784553,0.6125124387828312,-0.7169963008525528,-0.5079395814629792,0.2844789815074685,-0.2172370253921871,-0.5654703862641643,-0.7588458600791823
216,201â250,University of Iowa,55.9â58.6,public,/world-university-rankings/university-iowa,United States,"28,583",6%,55 : 45,University of Iowa,"Languages, Literature & Linguistics,Medicine & Dentistry,Mathematics & Statistics,Sport Science,Sociology,Biological Sciences,Economics & Econometrics,Electrical & Electronic Engineering,Physics & Astronomy,Law,Other Health,Chemical Engineering,Archaeology,Chemistry,Business & Management,History, Philosophy & Theology,Psychology,Mechanical & Aerospace Engineering,Politics & International Studies (incl Development Studies),Education,Accounting & Finance,Geology, Environmental, Earth & Marine Sciences,Civil Engineering,Communication & Media Studies,General Engineering,Art, Performing Arts & Design,Computer Science,Geography",False,False,False,https://www.timeshighereducation.com/student/register-interest/shorelight?utm_medium=thewebsite&utm_campaign=cta-link&utm_source=rankings&iid=i-88616472,-0.7263914210011819,0.41861665840125273,-0.9014848301007158,0.08223343517800705,-0.625334715504817,0.3343837180285089,-0.40360349263747103,1.1975197881881803,-1.0543485346313748,-0.7742540423738572,0.5502725232813065,-0.2172370253921871,-0.5655963105794338,-0.831847030675035
